Gene	UniProt	Domain_Name	Start	End
SORL1	SORL	LDL-receptor class A 4	1198	1236
SORL1	SORL	LDL-receptor class A 5	1238	1272
SORL1	SORL	LDL-receptor class A 6	1273	1317
SORL1	SORL	LDL-receptor class A 7	1323	1361
SORL1	SORL	LDL-receptor class A 8	1366	1405
SORL1	SORL	LDL-receptor class A 9	1417	1455
SORL1	SORL	LDL-receptor class A 10	1469	1508
SORL1	SORL	LDL-receptor class A 11	1512	1551
SORL1	SORL	Fibronectin type-III 1	1557	1649
SORL1	SORL	Fibronectin type-III 2	1653	1745
SORL1	SORL	Fibronectin type-III 3	1749	1844
SORL1	SORL	Fibronectin type-III 4	1843	1927
SORL1	SORL	Fibronectin type-III 5	1934	2029
SORL1	SORL	Fibronectin type-III 6	2030	2118
SOS1	SOS1	DH	200	390
SOS1	SOS1	PH	444	548
SOS1	SOS1	N-terminal Ras-GEF	597	741
SOS1	SOS1	Ras-GEF	780	1019
SOS2	SOS2	DH	198	388
SOS2	SOS2	PH	442	546
SOS2	SOS2	N-terminal Ras-GEF	595	739
SOS2	SOS2	Ras-GEF	778	1017
SOSTDC1	SOSD1	CTCK	75	170
SOST	SOST	CTCK	82	172
SOX17	SOX17	Sox C-terminal	280	413
SOX18	SOX18	Sox C-terminal	263	383
SOX7	SOX7	Sox C-terminal	268	388
SP100	SP100	HSR	33	149
SP100	SP100	SAND	595	676
SP110	SP110	HSR	1	108
SP110	SP110	SAND	454	535
SP110	SP110	Bromo	583	674
SP140	SP140	HSR	22	138
SP140	SP140	SAND	580	661
SP140	SP140	Bromo	754	857
SP140L	SP14L	HSR	33	149
SP140L	SP14L	SAND	293	374
SP140L	SP14L	Bromo	467	570
SPA17	SP17	IQ	114	143
SPADH	SPADH	CUB	30	132
SPAG4	SPAG4	SUN	265	425
SPAG7	SPAG7	R3H	46	109
SPART	SPART	MIT	16	94
SPART	SPART	Senescence	427	611
SPAST	SPAST	MIT	120	195
SPATA2	SPAT2	PUB	84	156
SPATA4	SPAT4	Calponin-homology (CH)	49	155
SH3PXD2A	SPD2A	PX	4	128
SH3PXD2A	SPD2A	SH3 1	166	225
SH3PXD2A	SPD2A	SH3 2	266	325
SH3PXD2A	SPD2A	SH3 3	448	507
SH3PXD2A	SPD2A	SH3 4	840	899
SH3PXD2A	SPD2A	SH3 5	1072	1133
SH3PXD2B	SPD2B	PX	5	129
SH3PXD2B	SPD2B	SH3 1	152	211
SH3PXD2B	SPD2B	SH3 2	221	280
SH3PXD2B	SPD2B	SH3 3	368	427
SH3PXD2B	SPD2B	SH3 4	850	911
SPDEF	SPDEF	PNT	129	213
SRM	SPEE	PABS	18	253
SPEF1	SPEF1	Calponin-homology (CH)	7	112
SPEF2	SPEF2	Calponin-homology (CH)	1	105
SPEGNB	SPEGN	IQ	29	55
SPEGNB	SPEGN	Ig-like 1	54	143
SPEGNB	SPEGN	Ig-like 2	147	236
SPEG	SPEG	Ig-like 1	43	124
SPEG	SPEG	Ig-like 2	722	810
SPEG	SPEG	Ig-like 3	869	958
SPEG	SPEG	Ig-like 4	963	1057
SPEG	SPEG	Ig-like 5	1064	1152
SPEG	SPEG	Ig-like 6	1188	1278
SPEG	SPEG	Fibronectin type-III 1	1285	1382
SPEG	SPEG	Ig-like 7	1384	1480
SPEG	SPEG	Ig-like 8	1485	1573
SPEG	SPEG	Protein kinase 1	1601	1854
SPEG	SPEG	Ig-like 9	2583	2673
SPEG	SPEG	Fibronectin type-III 2	2680	2774
SPEG	SPEG	Protein kinase 2	2966	3218
SMNDC1	SPF30	Tudor	72	132
RBM17	SPF45	G-patch	235	283
RBM17	SPF45	RRM	306	385
SPG21	SPG21	AB hydrolase-1	87	159
SPHK1	SPHK1	DAGKc	12	159
SPHK2	SPHK2	DAGKc	178	325
SPIRE1	SPIR1	KIND	40	231
SPIRE1	SPIR1	WH2 1	305	323
SPIRE1	SPIR1	WH2 2	369	386
SPIRE2	SPIR2	KIND	22	203
SPIRE2	SPIR2	WH2 1	248	262
SPIRE2	SPIR2	WH2 2	278	296
SPIRE2	SPIR2	WH2 3	342	359
SPINT1	SPIT1	MANSC	57	140
SPINT1	SPIT1	BPTI/Kunitz inhibitor 1	250	300
SPINT1	SPIT1	LDL-receptor class A	334	370
SPINT1	SPIT1	BPTI/Kunitz inhibitor 2	391	441
SPINT2	SPIT2	BPTI/Kunitz inhibitor 1	38	88
SPINT2	SPIT2	BPTI/Kunitz inhibitor 2	133	183
SPINT3	SPIT3	BPTI/Kunitz inhibitor	36	86
SPINT4	SPIT4	BPTI/Kunitz inhibitor	41	91
SNUPN	SPN1	IBB	11	73
NCKIPSD	SPN90	SH3	1	58
SPO11	SPO11	Topo IIA-type catalytic	42	177
SPOCD1	SPOC1	TFIIS central	608	728
SPOCD1	SPOC1	SPOC	867	970
SPON1	SPON1	Reelin	29	194
SPON1	SPON1	Spondin	195	388
SPON1	SPON1	TSP type-1 1	442	495
SPON1	SPON1	TSP type-1 2	501	555
SPON1	SPON1	TSP type-1 3	558	611
SPON1	SPON1	TSP type-1 4	614	666
SPON1	SPON1	TSP type-1 5	668	721
SPON1	SPON1	TSP type-1 6	754	806
SPON2	SPON2	Spondin	31	221
SPON2	SPON2	TSP type-1	277	331
SPOPL	SPOPL	MATH	31	161
SPOPL	SPOPL	BTB	200	267
SPOP	SPOP	MATH	31	161
SPOP	SPOP	BTB	173	297
SPPL2A	SPP2A	PA	63	151
SPPL2B	SPP2B	PA	71	149
SPPL2C	SPP2C	PA	83	163
SPARC	SPRC	Follistatin-like	71	93
SPARC	SPRC	Kazal-like	89	151
SPARC	SPRC	EF-hand	261	296
SPRED1	SPRE1	WH1	6	123
SPRED1	SPRE1	KBD	233	285
SPRED1	SPRE1	SPR	334	442
SPRED2	SPRE2	WH1	5	122
SPRED2	SPRE2	KBD	201	257
SPRED2	SPRE2	SPR	308	416
SPRED3	SPRE3	WH1	1	113
SPRED3	SPRE3	KBD	195	244
SPRED3	SPRE3	SPR	296	407
SPARCL1	SPRL1	Follistatin-like	432	454
SPARCL1	SPRL1	Kazal-like	450	511
SPARCL1	SPRL1	EF-hand	622	657
SPRTN	SPRTN	SprT-like	45	212
SPRYD3	SPRY3	B30.2/SPRY	17	204
SPRYD4	SPRY4	B30.2/SPRY	12	206
SPRYD7	SPRY7	B30.2/SPRY	2	184
SPSB1	SPSB1	B30.2/SPRY	33	231
SPSB1	SPSB1	SOCS box	232	273
SPSB2	SPSB2	B30.2/SPRY	26	221
SPSB2	SPSB2	SOCS box	222	263
SPSB3	SPSB3	B30.2/SPRY	85	274
SPSB3	SPSB3	SOCS box	264	315
SPSB4	SPSB4	B30.2/SPRY	34	233
SPSB4	SPSB4	SOCS box	234	273
SMS	SPSY	PABS	122	362
SPATA13	SPT13	SH3	147	206
SPATA13	SPT13	DH	240	424
SPATA13	SPT13	PH	455	561
SPATA17	SPT17	IQ 1	32	61
SPATA17	SPT17	IQ 2	55	84
SPATA17	SPT17	IQ 3	91	120
SPATA21	SPT21	EF-hand	255	290
SUPT5H	SPT5H	KOW 1	273	306
SUPT5H	SPT5H	KOW 2	420	451
SUPT5H	SPT5H	KOW 3	472	503
SUPT5H	SPT5H	KOW 4	594	627
SUPT5H	SPT5H	KOW 5	704	737
SUPT6H	SPT6H	S1 motif	1213	1282
SUPT6H	SPT6H	SH2	1325	1431
SPTA1	SPTA1	SH3	977	1036
SPTA1	SPTA1	EF-hand 1	2271	2306
SPTA1	SPTA1	EF-hand 2	2314	2349
SPTA1	SPTA1	EF-hand 3	2352	2386
SPTB	SPTB1	Calponin-homology (CH) 1	54	158
SPTB	SPTB1	Calponin-homology (CH) 2	173	278
SPTBN1	SPTB2	Calponin-homology (CH) 1	54	158
SPTBN1	SPTB2	Calponin-homology (CH) 2	173	278
SPTBN1	SPTB2	PH	2197	2307
SPTAN1	SPTN1	SH3	967	1026
SPTAN1	SPTN1	EF-hand 1	2323	2358
SPTAN1	SPTN1	EF-hand 2	2366	2401
SPTAN1	SPTN1	EF-hand 3	2404	2439
SPTBN2	SPTN2	Calponin-homology (CH) 1	57	161
SPTBN2	SPTN2	Calponin-homology (CH) 2	176	281
SPTBN2	SPTN2	PH	2218	2328
SPTBN4	SPTN4	Calponin-homology (CH) 1	61	165
SPTBN4	SPTN4	Calponin-homology (CH) 2	180	285
SPTBN4	SPTN4	PH	2418	2527
SPTBN5	SPTN5	Calponin-homology (CH) 1	54	159
SPTBN5	SPTN5	Calponin-homology (CH) 2	177	282
SPTBN5	SPTN5	PH	3533	3641
SPRY1	SPY1	SPR	183	295
SPRY2	SPY2	SPR	177	291
SPRY3	SPY3	SPR	154	260
SPRY4	SPY4	SPR	166	273
SQSTM1	SQSTM	PB1	3	102
SQSTM1	SQSTM	UBA	389	434
U2SURP	SR140	RRM	274	355
U2SURP	SR140	CID	534	679
SSC4D	SRB4D	SRCR 1	58	158
SSC4D	SRB4D	SRCR 2	189	289
SSC4D	SRB4D	SRCR 3	344	444
SSC4D	SRB4D	SRCR 4	473	573
SRBD1	SRBD1	S1 motif	919	992
SREBF1	SRBP1	bHLH	323	373
SREBF2	SRBP2	bHLH	330	380
SORBS1	SRBS1	SoHo	366	469
SORBS1	SRBS1	SH3 1	793	852
SORBS1	SRBS1	SH3 2	867	928
SORBS1	SRBS1	SH3 3	1231	1292
SORBS2	SRBS2	SoHo	66	127
SORBS2	SRBS2	SH3 1	863	922
SORBS2	SRBS2	SH3 2	938	999
SORBS2	SRBS2	SH3 3	1041	1100
CTTN	SRC8	SH3	492	550
SRCAP	SRCAP	HSA	124	196
SRCAP	SRCAP	Helicase ATP-binding	630	795
SRCAP	SRCAP	Helicase C-terminal	2044	2197
SRL	SRCA	Dynamin-type G	90	331
SSC5D	SRCRL	SRCR 1	20	120
SSC5D	SRCRL	SRCR 2	198	298
SSC5D	SRCRL	SRCR 3	304	404
SSC5D	SRCRL	SRCR 4	467	568
SSC5D	SRCRL	SRCR 5	772	872
SCART1	SRCRM	SRCR 1	28	128
SCART1	SRCRM	SRCR 2	135	227
SCART1	SRCRM	SRCR 3	232	326
SCART1	SRCRM	SRCR 4	328	428
SCART1	SRCRM	SRCR 5	434	534
SCART1	SRCRM	SRCR 6	555	656
SCART1	SRCRM	SRCR 7	661	761
SCART1	SRCRM	SRCR 8	786	886
SRC	SRC	SH3	84	145
SRC	SRC	SH2	151	248
SRC	SRC	Protein kinase	270	523
SCARF2	SREC2	EGF-like 1	71	110
SCARF2	SREC2	EGF-like 2	122	153
SCARF2	SREC2	EGF-like 3	148	182
SCARF2	SREC2	EGF-like 4	183	212
SCARF2	SREC2	EGF-like 5	213	241
SCARF2	SREC2	EGF-like 6	236	270
SCARF2	SREC2	EGF-like 7	372	403
SCARF1	SREC	EGF-like 1	53	87
SCARF1	SREC	EGF-like 2	95	130
SCARF1	SREC	EGF-like 3	155	191
SCARF1	SREC	EGF-like 4	215	249
SCARF1	SREC	EGF-like 5	302	339
SCARF1	SREC	EGF-like 6	351	382
SREK1	SREK1	RRM	66	142
SRF	SRF	MADS-box	141	201
SRGAP2B	SRG2B	F-BAR	22	324
SRGAP2C	SRG2C	F-BAR	22	325
SRGAP1	SRGP1	F-BAR	19	314
SRGAP1	SRGP1	Rho-GAP	506	694
SRGAP1	SRGP1	SH3	743	802
SRGAP2	SRGP2	F-BAR	22	325
SRGAP2	SRGP2	Rho-GAP	489	679
SRGAP2	SRGP2	SH3	728	787
SRGAP3	SRGP3	F-BAR	19	314
SRGAP3	SRGP3	Rho-GAP	506	694
SRGAP3	SRGP3	SH3	744	803
SRMS	SRMS	SH3	51	112
SRMS	SRMS	SH2	120	212
SRMS	SRMS	Protein kinase	230	488
SRPK1	SRPK1	Protein kinase	80	653
SRPK2	SRPK2	Protein kinase	81	684
SRPK3	SRPK3	Protein kinase	79	565
SRPX2	SRPX2	Sushi 1	69	119
SRPX2	SRPX2	Sushi 2	120	178
SRPX2	SRPX2	HYR	177	261
SRPX2	SRPX2	Sushi 3	262	321
SRPX	SRPX	Sushi 1	57	117
SRPX	SRPX	Sushi 2	118	176
SRPX	SRPX	HYR	177	259
SRPX	SRPX	Sushi 3	260	319
SRRM1	SRRM1	PWI	27	126
SRRM3	SRRM3	CWF21	55	98
SRSF10	SRS10	RRM	10	88
SRSF11	SRS11	RRM	33	113
SRSF12	SRS12	RRM	10	88
SRSF1	SRSF1	RRM 1	16	91
SRSF1	SRSF1	RRM 2	121	195
SRSF2	SRSF2	RRM	14	92
SRSF3	SRSF3	RRM	10	83
SRSF4	SRSF4	RRM 1	2	72
SRSF4	SRSF4	RRM 2	104	177
SRSF5	SRSF5	RRM 1	4	74
SRSF5	SRSF5	RRM 2	108	181
SRSF6	SRSF6	RRM 1	1	72
SRSF6	SRSF6	RRM 2	110	183
SRSF7	SRSF7	RRM	11	84
SRSF8	SRSF8	RRM	14	92
SRSF9	SRSF9	RRM 1	14	89
SRSF9	SRSF9	RRM 2	111	187
SERTAD1	SRTD1	SERTA	38	85
SERTAD2	SRTD2	SERTA	33	80
SERTAD3	SRTD3	SERTA	26	73
SERTAD4	SRTD4	SERTA	101	147
SSBP2	SSBP2	LisH	18	50
SSBP3	SSBP3	LisH	16	48
SSBP4	SSBP4	LisH	17	49
SSBP1	SSBP	SSB	30	141
PPAN	SSF1	Brix	29	292
SSH1	SSH1	DEK-C	249	304
SSH1	SSH1	Tyrosine-protein phosphatase	308	449
SSH2	SSH2	DEK-C	248	303
SSH2	SSH2	Tyrosine-protein phosphatase	307	448
SSH3	SSH3	DEK-C	269	324
SSH3	SSH3	Tyrosine-protein phosphatase	328	469
SSPOP	SSPO	EMI	18	102
SSPOP	SSPO	VWFD 1	193	362
SSPOP	SSPO	TIL 1	470	525
SSPOP	SSPO	VWFD 2	563	736
SSPOP	SSPO	TIL 2	828	881
SSPOP	SSPO	VWFC 1	881	940
SSPOP	SSPO	TIL 3	924	975
SSPOP	SSPO	VWFD 3	1013	1183
SSPOP	SSPO	TIL 4	1276	1332
SSPOP	SSPO	LDL-receptor class A 1	1376	1413
SSPOP	SSPO	LDL-receptor class A 2	1416	1451
SSPOP	SSPO	LDL-receptor class A 3	1452	1488
SSPOP	SSPO	LDL-receptor class A 4	1492	1530
SSPOP	SSPO	LDL-receptor class A 5	1565	1601
SSPOP	SSPO	LDL-receptor class A 6	1603	1642
SSPOP	SSPO	LDL-receptor class A 7	1656	1694
SSPOP	SSPO	TSP type-1 1	1695	1749
SSPOP	SSPO	TSP type-1 2	1751	1809
SSPOP	SSPO	EGF-like 1	1825	1864
SSPOP	SSPO	EGF-like 2	1865	1902
SSPOP	SSPO	TSP type-1 3	1910	1966
SSPOP	SSPO	VWFC 2	1966	2026
SSPOP	SSPO	F5/8 type C	2066	2225
SSPOP	SSPO	LDL-receptor class A 8	2234	2270
SSPOP	SSPO	LDL-receptor class A 9	2391	2427
SSPOP	SSPO	LDL-receptor class A 10	2464	2500
SSPOP	SSPO	TSP type-1 4	2501	2554
SSPOP	SSPO	TSP type-1 5	2556	2611
SSPOP	SSPO	TIL 5	2633	2676
SSPOP	SSPO	TSP type-1 6	2716	2770
SSPOP	SSPO	TSP type-1 7	2773	2829
SSPOP	SSPO	TSP type-1 8	2831	2884
SSPOP	SSPO	TSP type-1 9	2986	3041
SSPOP	SSPO	TSP type-1 10	3042	3084
SSPOP	SSPO	TIL 6	3091	3143
SSPOP	SSPO	TSP type-1 11	3184	3251
SSPOP	SSPO	TSP type-1 12	3253	3308
SSPOP	SSPO	TIL 7	3316	3366
SSPOP	SSPO	TSP type-1 13	3409	3471
SSPOP	SSPO	TSP type-1 14	3473	3528
SSPOP	SSPO	TIL 8	3530	3586
SSPOP	SSPO	TSP type-1 15	3646	3694
SSPOP	SSPO	TSP type-1 16	3812	3868
SSPOP	SSPO	TSP type-1 17	3882	3934
SSPOP	SSPO	TSP type-1 18	3948	4004
SSPOP	SSPO	TSP type-1 19	4006	4061
SSPOP	SSPO	TIL 9	4064	4119
SSPOP	SSPO	TSP type-1 20	4161	4214
SSPOP	SSPO	TSP type-1 21	4255	4307
SSPOP	SSPO	TSP type-1 22	4309	4365
SSPOP	SSPO	TSP type-1 23	4367	4421
SSPOP	SSPO	TIL 10	4425	4480
SSPOP	SSPO	TSP type-1 24	4617	4667
SSPOP	SSPO	TIL 11	4678	4726
SSPOP	SSPO	TSP type-1 25	4766	4819
SSPOP	SSPO	TIL 12	4821	4875
SSPOP	SSPO	VWFC 3	4987	5045
SSPOP	SSPO	CTCK	5044	5143
SSX1	SSX1	KRAB-related	20	83
SSX2B	SSX2	KRAB-related	20	83
SSX3	SSX3	KRAB-related	20	83
SSX4B	SSX4	KRAB-related	20	83
SSX5	SSX5	KRAB-related	20	83
SSX6P	SSX6	KRAB-related	20	83
SSX7	SSX7	KRAB-related	20	83
SSX8P	SSX8	KRAB-related	20	83
SSX9P	SSX9	KRAB-related	20	83
ST14	ST14	SEA	86	203
ST14	ST14	CUB 1	214	334
ST14	ST14	CUB 2	340	447
ST14	ST14	LDL-receptor class A 1	452	487
ST14	ST14	LDL-receptor class A 2	487	524
ST14	ST14	LDL-receptor class A 3	524	560
ST14	ST14	LDL-receptor class A 4	566	603
ST14	ST14	Peptidase S1	615	854
SYT15B	ST15B	C2 1	200	317
SYT15B	ST15B	C2 2	331	452
STK17A	ST17A	Protein kinase	61	321
STK17B	ST17B	Protein kinase	33	293
STK32A	ST32A	Protein kinase	23	281
STK32B	ST32B	Protein kinase	23	283
STK32C	ST32C	Protein kinase	93	353
STK38L	ST38L	Protein kinase	90	383
STK38L	ST38L	AGC-kinase C-terminal	384	453
STAG3L1	ST3L1	SCD	10	95
STAG3L2	ST3L2	SCD	10	95
STAG3L3	ST3L3	SCD	10	95
STARD10	STA10	START	14	224
STARD13	STA13	SAM	55	122
STARD13	STA13	Rho-GAP	663	868
STARD13	STA13	START	899	1107
STAT5A	STA5A	SH2	589	686
STAT5B	STA5B	SH2	589	686
STAB1	STAB1	EGF-like 1	110	148
STAB1	STAB1	EGF-like 2	156	193
STAB1	STAB1	EGF-like 3	195	229
STAB1	STAB1	EGF-like 4	232	271
STAB1	STAB1	FAS1 1	356	494
STAB1	STAB1	FAS1 2	506	641
STAB1	STAB1	EGF-like 5	728	768
STAB1	STAB1	EGF-like 6	818	858
STAB1	STAB1	EGF-like 7	861	903
STAB1	STAB1	EGF-like 8	904	946
STAB1	STAB1	EGF-like 9	947	986
STAB1	STAB1	FAS1 3	988	1118
STAB1	STAB1	FAS1 4	1128	1253
STAB1	STAB1	Laminin EGF-like 1	1327	1392
STAB1	STAB1	EGF-like 10	1416	1454
STAB1	STAB1	EGF-like 11	1455	1496
STAB1	STAB1	EGF-like 12	1497	1539
STAB1	STAB1	EGF-like 13	1540	1582
STAB1	STAB1	FAS1 5	1582	1708
STAB1	STAB1	FAS1 6	1724	1864
STAB1	STAB1	Laminin EGF-like 2	1966	2031
STAB1	STAB1	EGF-like 14	2056	2090
STAB1	STAB1	EGF-like 15	2091	2131
STAB1	STAB1	EGF-like 16	2132	2174
STAB1	STAB1	Link	2206	2301
STAB1	STAB1	FAS1 7	2322	2459
STAB2	STAB2	EGF-like 1	108	148
STAB2	STAB2	EGF-like 2	156	193
STAB2	STAB2	EGF-like 3	195	236
STAB2	STAB2	EGF-like 4	237	276
STAB2	STAB2	EGF-like 5	322	362
STAB2	STAB2	FAS1 1	371	505
STAB2	STAB2	FAS1 2	515	652
STAB2	STAB2	EGF-like 6	736	776
STAB2	STAB2	EGF-like 7	826	866
STAB2	STAB2	EGF-like 8	867	909
STAB2	STAB2	EGF-like 9	910	952
STAB2	STAB2	EGF-like 10	953	992
STAB2	STAB2	FAS1 3	994	1127
STAB2	STAB2	FAS1 4	1137	1265
STAB2	STAB2	Laminin EGF-like 1	1343	1408
STAB2	STAB2	EGF-like 11	1432	1470
STAB2	STAB2	EGF-like 12	1471	1512
STAB2	STAB2	EGF-like 13	1513	1554
STAB2	STAB2	EGF-like 14	1555	1594
STAB2	STAB2	FAS1 5	1596	1724
STAB2	STAB2	FAS1 6	1740	1881
STAB2	STAB2	Laminin EGF-like 2	1957	2022
STAB2	STAB2	EGF-like 15	2047	2081
STAB2	STAB2	EGF-like 16	2082	2122
STAB2	STAB2	EGF-like 17	2123	2165
STAB2	STAB2	Link	2198	2291
STAB2	STAB2	FAS1 7	2311	2446
STAMBP	STABP	MPN	257	388
STAC2	STAC2	SH3 1	292	351
STAC2	STAC2	SH3 2	354	411
STAC3	STAC3	SH3 1	247	306
STAC3	STAC3	SH3 2	307	364
STAC	STAC	SH3 1	285	344
STAC	STAC	SH3 2	347	402
STAG1	STAG1	SCD	296	381
STAG2	STAG2	SCD	293	378
STAG3	STAG3	SCD	309	394
STAMBPL1	STALP	MPN	269	397
STAM	STAM1	VHS	16	143
STAM	STAM1	UIM	171	190
STAM	STAM1	SH3	210	269
STAM	STAM1	ITAM	370	387
STAM2	STAM2	VHS	16	144
STAM2	STAM2	UIM	165	184
STAM2	STAM2	SH3	202	261
STAM2	STAM2	ITAM	360	377
STAP1	STAP1	PH	25	121
STAP1	STAP1	SH2	177	280
STAP2	STAP2	PH	18	130
STAP2	STAP2	SH2	133	248
STARD3	STAR3	MENTAL	46	217
STARD3	STAR3	START	230	443
STARD4	STAR4	START	1	205
STARD5	STAR5	START	1	213
STARD6	STAR6	START	1	208
STARD7	STAR7	START	112	327
STARD8	STAR8	Rho-GAP	573	777
STARD8	STAR8	START	809	1017
STARD9	STAR9	Kinesin motor	3	384
STARD9	STAR9	FHA	498	569
STARD9	STAR9	START	4483	4700
STAR	STAR	START	67	280
STAT1	STAT1	SH2	573	670
STAT2	STAT2	SH2	572	667
STAT3	STAT3	SH2	580	670
STAT4	STAT4	SH2	569	664
STAT6	STAT6	SH2	517	632
STAU1	STAU1	DRBM 1	72	162
STAU1	STAU1	DRBM 2	184	251
STAU1	STAU1	DRBM 3	286	354
STAU2	STAU2	DRBM 1	8	75
STAU2	STAU2	DRBM 2	95	181
STAU2	STAU2	DRBM 3	207	274
STAU2	STAU2	DRBM 4	307	375
STXBP5L	STB5L	v-SNARE coiled-coil homology	1121	1181
STBD1	STBD1	CBM20	258	357
STEAP1	STEA1	Ferric oxidoreductase	118	265
STEAP2	STEA2	Ferric oxidoreductase	259	407
STEAP3	STEA3	Ferric oxidoreductase	259	407
STEAP4	STEA4	Ferric oxidoreductase	247	395
NR5A1	STF1	NR LBD	222	459
STIM1	STIM1	EF-hand 1	64	97
STIM1	STIM1	EF-hand 2	102	126
STIM1	STIM1	SAM	132	200
STIM2	STIM2	EF-hand	67	102
STIM2	STIM2	SAM	136	204
STIP1	STIP1	STI1 1	130	169
STIP1	STIP1	STI1 2	492	531
STK10	STK10	Protein kinase	36	294
STK11	STK11	Protein kinase	49	309
STK16	STK16	Protein kinase	20	293
STK24	STK24	Protein kinase	36	286
STK25	STK25	Protein kinase	20	270
STK26	STK26	Protein kinase	24	274
STK31	STK31	Tudor	78	137
STK31	STK31	Protein kinase	710	1019
STK33	STK33	Protein kinase	116	381
STK35	STK35	Protein kinase	202	530
STK36	STK36	Protein kinase	4	254
STK38	STK38	Protein kinase	89	382
STK38	STK38	AGC-kinase C-terminal	383	455
STK39	STK39	Protein kinase	63	337
STK3	STK3	Protein kinase	27	278
STK3	STK3	SARAH	437	484
STK40	STK40	Protein kinase	35	331
STK4	STK4	Protein kinase	30	281
STK4	STK4	SARAH	433	480
STKLD1	STKL1	Protein kinase	28	297
STMND1	STMD1	SLD	118	244
STOML1	STML1	SCP2	287	398
STMN1	STMN1	SLD	4	145
STMN2	STMN2	SLD	38	179
STMN3	STMN3	SLD	38	180
STMN4	STMN4	SLD	48	189
STON1	STON1	SHD	275	408
STON1	STON1	MHD	412	715
STON2	STON2	SHD	427	560
STON2	STON2	MHD	568	878
TUT1	STPAP	RRM	56	128
TUT1	STPAP	PAP-associated	491	549
STARD3NL	STR3N	MENTAL	48	218
STRADA	STRAA	Protein kinase	69	379
STRADB	STRAB	Protein kinase	58	369
STRBP	STRBP	DZF	5	363
STRBP	STRBP	DRBM 1	387	453
STRBP	STRBP	DRBM 2	510	576
STX10	STX10	t-SNARE coiled-coil homology	157	219
STX11	STX11	t-SNARE coiled-coil homology	204	266
STX12	STX12	t-SNARE coiled-coil homology	178	240
STX16	STX16	t-SNARE coiled-coil homology	230	292
STX17	STX17	t-SNARE coiled-coil homology	162	224
STX18	STX18	t-SNARE coiled-coil homology	243	305
STX19	STX19	t-SNARE coiled-coil homology	209	271
STX1A	STX1A	t-SNARE coiled-coil homology	192	254
STX1B	STX1B	t-SNARE coiled-coil homology	191	253
STX2	STX2	t-SNARE coiled-coil homology	191	253
STX3	STX3	t-SNARE coiled-coil homology	191	253
STX4	STX4	t-SNARE coiled-coil homology	200	262
STX5	STX5	t-SNARE coiled-coil homology	263	325
STX6	STX6	t-SNARE coiled-coil homology	163	225
STX7	STX7	t-SNARE coiled-coil homology	165	227
STX8	STX8	t-SNARE coiled-coil homology	145	207
STXBP4	STXB4	PDZ	19	105
STXBP4	STXB4	WW	496	529
STXBP5	STXB5	v-SNARE coiled-coil homology	1086	1146
STXBP6	STXB6	v-SNARE coiled-coil homology	151	210
STYK1	STYK1	Protein kinase	114	384
STYXL1	STYL1	Rhodanese	27	138
STYXL1	STYL1	Tyrosine-protein phosphatase	159	302
STYXL2	STYL2	Tyrosine-protein phosphatase	132	280
STYX	STYX	Tyrosine-protein phosphatase	28	176
SUCLA2	SUCB1	ATP-grasp	61	288
SUCLG2	SUCB2	ATP-grasp	46	274
SUCO	SUCO	SUN	284	453
SUGP1	SUGP1	G-patch	562	609
SUGP2	SUGP2	G-patch	1011	1057
RBPJ	SUH	IPT/TIG	355	445
SI	SUIS	P-type 1	61	110
SI	SUIS	P-type 2	932	978
SUMO1	SUMO1	Ubiquitin-like	20	97
SUMO2	SUMO2	Ubiquitin-like	16	95
SUMO3	SUMO3	Ubiquitin-like	15	92
SUMO4	SUMO4	Ubiquitin-like	17	95
SUMO1P1	SUMO5	Ubiquitin-like	20	97
SUN1	SUN1	SUN	622	784
SUN2	SUN2	SUN	555	716
SUN3	SUN3	SUN	193	354
SUN5	SUN5	SUN	205	364
SUOX	SUOX	Cytochrome b5 heme-binding	82	161
SUSD1	SUSD1	EGF-like 1	35	72
SUSD1	SUSD1	EGF-like 2; calcium-binding	73	112
SUSD1	SUSD1	EGF-like 3; calcium-binding	125	162
SUSD1	SUSD1	Sushi 1	177	236
SUSD1	SUSD1	Sushi 2	237	296
SUSD2	SUSD2	SMB	28	66
SUSD2	SUSD2	AMOP	285	433
SUSD2	SUSD2	VWFD	445	639
SUSD2	SUSD2	Sushi	723	780
SUSD3	SUSD3	Sushi	30	93
SUSD4	SUSD4	Sushi 1	55	119
SUSD4	SUSD4	Sushi 2	120	179
SUSD4	SUSD4	Sushi 3	178	239
SUSD4	SUSD4	Sushi 4	241	304
SUSD5	SUSD5	Link	39	134
SUSD5	SUSD5	Sushi	138	199
SUSD6	SUSD6	Sushi	40	104
SUPV3L1	SUV3	Helicase ATP-binding	194	334
SUPV3L1	SUV3	Helicase C-terminal	353	518
SUV39H1	SUV91	Chromo	43	101
SUV39H1	SUV91	Pre-SET	179	240
SUV39H1	SUV91	SET	243	366
SUV39H1	SUV91	Post-SET	396	412
SUV39H2	SUV92	Chromo	47	105
SUV39H2	SUV92	Pre-SET	189	247
SUV39H2	SUV92	SET	250	373
SUV39H2	SUV92	Post-SET	394	410
SVEP1	SVEP1	VWFA	83	264
SVEP1	SVEP1	Sushi 1	376	435
SVEP1	SVEP1	Sushi 2	436	495
SVEP1	SVEP1	Sushi 3	496	561
SVEP1	SVEP1	HYR 1	560	642
SVEP1	SVEP1	HYR 2	643	724
